locus_tag	ftype	length_bp	gene	EC_number	COG	product
NOLKDBPD_03426	CDS	1170	hipO_3	3.5.1.32	COG1473	Hippurate hydrolase
NOLKDBPD_03427	CDS	1392	norB			Quinolone resistance protein NorB
NOLKDBPD_03428	CDS	975	pspF		COG1221	Psp operon transcriptional activator
NOLKDBPD_03429	CDS	669	pspA		COG1842	Phage shock protein A
NOLKDBPD_03430	CDS	225	pspB			Phage shock protein B
NOLKDBPD_03431	CDS	360	pspC		COG1983	Phage shock protein C
NOLKDBPD_03432	CDS	219	pspD			Phage shock protein D
NOLKDBPD_03433	CDS	1398	ycjX		COG3106	putative protein YcjX
NOLKDBPD_03434	CDS	1062				hypothetical protein
NOLKDBPD_03435	CDS	900	dsdC_2		COG0583	HTH-type transcriptional regulator DsdC
NOLKDBPD_03436	CDS	1314	licH_2	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
NOLKDBPD_03437	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
NOLKDBPD_03438	CDS	1053				hypothetical protein
NOLKDBPD_03439	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
NOLKDBPD_03440	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
NOLKDBPD_03441	CDS	708	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
NOLKDBPD_03442	CDS	1617	mppA		COG4166	Periplasmic murein peptide-binding protein
NOLKDBPD_03443	CDS	387				hypothetical protein
NOLKDBPD_03444	CDS	834				hypothetical protein
NOLKDBPD_03445	CDS	885	pgrR_5			HTH-type transcriptional regulator PgrR
NOLKDBPD_03446	CDS	1059			COG1073	putative protein
NOLKDBPD_03447	CDS	1203	nepI_2		COG2814	Purine ribonucleoside efflux pump NepI
NOLKDBPD_03448	CDS	870	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
NOLKDBPD_03449	CDS	2199	lacZ_2	3.2.1.23		Beta-galactosidase
NOLKDBPD_03450	CDS	2694	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
NOLKDBPD_03451	CDS	435				hypothetical protein
NOLKDBPD_03452	CDS	1395				hypothetical protein
NOLKDBPD_03453	CDS	1548				hypothetical protein
NOLKDBPD_03454	CDS	1332				hypothetical protein
NOLKDBPD_03455	CDS	1818	acsAB_1			Cellulose synthase 1
NOLKDBPD_03456	CDS	1218				hypothetical protein
NOLKDBPD_03457	CDS	900				hypothetical protein
NOLKDBPD_03458	CDS	1215	rssB_2			Regulator of RpoS
NOLKDBPD_03459	CDS	339				hypothetical protein
NOLKDBPD_03460	CDS	444	rsbW	2.7.11.1		Serine-protein kinase RsbW
NOLKDBPD_03461	CDS	189	ynfQ			Protein YnfQ
NOLKDBPD_03462	CDS	915	pgrR_6			HTH-type transcriptional regulator PgrR
NOLKDBPD_03463	CDS	762	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NOLKDBPD_03464	CDS	1533				hypothetical protein
NOLKDBPD_03465	CDS	489				hypothetical protein
NOLKDBPD_03466	CDS	1026				hypothetical protein
NOLKDBPD_03467	CDS	192				hypothetical protein
NOLKDBPD_03468	CDS	402				hypothetical protein
NOLKDBPD_03469	CDS	225				hypothetical protein
NOLKDBPD_03470	CDS	708				hypothetical protein
NOLKDBPD_03471	CDS	579				hypothetical protein
NOLKDBPD_03472	CDS	828				hypothetical protein
NOLKDBPD_03473	CDS	195				hypothetical protein
NOLKDBPD_03474	CDS	426				hypothetical protein
NOLKDBPD_03475	CDS	219				hypothetical protein
NOLKDBPD_03476	CDS	255				hypothetical protein
NOLKDBPD_03477	CDS	366				hypothetical protein
NOLKDBPD_03478	CDS	225				hypothetical protein
NOLKDBPD_03479	CDS	108				hypothetical protein
NOLKDBPD_03480	CDS	414				hypothetical protein
NOLKDBPD_03481	CDS	675				hypothetical protein
NOLKDBPD_03482	CDS	1659				hypothetical protein
NOLKDBPD_03483	CDS	963				hypothetical protein
NOLKDBPD_03484	CDS	477				hypothetical protein
NOLKDBPD_03485	CDS	816				hypothetical protein
NOLKDBPD_03486	CDS	318				hypothetical protein
NOLKDBPD_03487	CDS	624				hypothetical protein
NOLKDBPD_03488	CDS	303				hypothetical protein
NOLKDBPD_03489	CDS	1548	pdeG_3	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
NOLKDBPD_03490	CDS	909	benM_2			HTH-type transcriptional regulator BenM
NOLKDBPD_03491	CDS	1341	ttuB_2			Putative tartrate transporter
NOLKDBPD_03492	CDS	3087	acrF_2		COG0841	Multidrug export protein AcrF
NOLKDBPD_03493	CDS	1170	mdtE			Multidrug resistance protein MdtE
NOLKDBPD_03494	CDS	1173	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
NOLKDBPD_03495	CDS	699	arlR		COG0745	Response regulator ArlR
NOLKDBPD_03496	CDS	783				hypothetical protein
NOLKDBPD_03497	CDS	93				hypothetical protein
NOLKDBPD_03498	CDS	1509	pdeB_3	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
NOLKDBPD_03499	CDS	426				hypothetical protein
NOLKDBPD_03500	CDS	765	surE_2	3.1.3.5	COG0496	5'-nucleotidase SurE
NOLKDBPD_03501	CDS	990	vldW_2	1.14.11.52		Validamycin A dioxygenase
NOLKDBPD_03502	CDS	1419		3.5.4.11		Isoxanthopterin deaminase
NOLKDBPD_03503	CDS	990	ribY		COG0715	Riboflavin-binding protein RibY
NOLKDBPD_03504	CDS	900	hdfR_4			HTH-type transcriptional regulator HdfR
NOLKDBPD_03505	CDS	969	yeaX_2	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
NOLKDBPD_03506	CDS	1284	codAch2	3.5.4.11	COG0402	Pterin deaminase
NOLKDBPD_03507	CDS	480	rutC_2	1.-.-.-		Putative aminoacrylate peracid reductase RutC
NOLKDBPD_03508	CDS	882	crnA	3.5.2.10		Creatinine amidohydrolase
NOLKDBPD_03509	CDS	984				hypothetical protein
NOLKDBPD_03510	CDS	831	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NOLKDBPD_03511	CDS	816	ribX_1			Riboflavin transport system permease protein RibX
NOLKDBPD_03512	CDS	1419				hypothetical protein
NOLKDBPD_03513	CDS	333				hypothetical protein
NOLKDBPD_03514	CDS	909				hypothetical protein
NOLKDBPD_03515	CDS	141				hypothetical protein
NOLKDBPD_03516	CDS	891	cynR_5			HTH-type transcriptional regulator CynR
NOLKDBPD_03517	CDS	708	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
NOLKDBPD_03518	CDS	657	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
NOLKDBPD_03519	CDS	1185	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
NOLKDBPD_03520	CDS	924	hbd	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
NOLKDBPD_03521	CDS	1392				hypothetical protein
NOLKDBPD_03522	CDS	771	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
NOLKDBPD_03523	CDS	873	benM_3			HTH-type transcriptional regulator BenM
NOLKDBPD_03524	CDS	780	budA	4.1.1.5		Alpha-acetolactate decarboxylase
NOLKDBPD_03525	CDS	1680	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
NOLKDBPD_03526	CDS	771	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
NOLKDBPD_03527	CDS	564				hypothetical protein
NOLKDBPD_03528	CDS	549				hypothetical protein
NOLKDBPD_03529	CDS	204				hypothetical protein
NOLKDBPD_03530	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
NOLKDBPD_03531	CDS	1296	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
NOLKDBPD_03532	CDS	1332	zraR		COG2204	Transcriptional regulatory protein ZraR
NOLKDBPD_03533	CDS	1395	zraS	2.7.13.3		Sensor protein ZraS
NOLKDBPD_03534	CDS	438	zraP		COG3678	Zinc resistance-associated protein
NOLKDBPD_03535	CDS	696				hypothetical protein
NOLKDBPD_03536	CDS	273	hupA			DNA-binding protein HU-alpha
NOLKDBPD_03537	CDS	591			COG3068	putative protein
NOLKDBPD_03538	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
NOLKDBPD_03539	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
NOLKDBPD_03540	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
NOLKDBPD_03541	CDS	498	rsd		COG3160	Regulator of sigma D
NOLKDBPD_03542	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
NOLKDBPD_03543	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
NOLKDBPD_03544	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
NOLKDBPD_03545	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
NOLKDBPD_03546	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
NOLKDBPD_03547	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
NOLKDBPD_03548	CDS	1533				hypothetical protein
NOLKDBPD_03549	CDS	306	celA_3	2.7.1.205		PTS system cellobiose-specific EIIB component
NOLKDBPD_03550	CDS	318	chbA_4		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
NOLKDBPD_03551	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
NOLKDBPD_03552	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
NOLKDBPD_03553	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
NOLKDBPD_03554	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
NOLKDBPD_03555	CDS	498	rplJ		COG0244	50S ribosomal protein L10
NOLKDBPD_03556	CDS	705	rplA		COG0081	50S ribosomal protein L1
NOLKDBPD_03557	CDS	429	rplK		COG0080	50S ribosomal protein L11
NOLKDBPD_03558	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
NOLKDBPD_03559	CDS	384	secE		COG0690	Protein translocase subunit SecE
NOLKDBPD_03560	CDS	891	tuf1_2			Elongation factor Tu 1
NOLKDBPD_03561	CDS	1020	hscA		COG0443	Chaperone protein HscA
NOLKDBPD_03562	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
NOLKDBPD_03563	CDS	201	iscX		COG2975	Protein IscX
NOLKDBPD_03564	CDS	1287	pepB	3.4.11.23	COG0260	Peptidase B
NOLKDBPD_03565	CDS	777				hypothetical protein
NOLKDBPD_03566	CDS	843				hypothetical protein
NOLKDBPD_03567	CDS	858	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
NOLKDBPD_03568	CDS	4950	yfhM		COG2373	Alpha-2-macroglobulin
NOLKDBPD_03569	CDS	2211	pbpC		COG4953	Penicillin-binding protein 1C
NOLKDBPD_03570	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
NOLKDBPD_03571	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
NOLKDBPD_03572	CDS	996	rodZ		COG1426	Cytoskeleton protein RodZ
NOLKDBPD_03573	CDS	1122	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
NOLKDBPD_03574	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
NOLKDBPD_03575	CDS	621				hypothetical protein
NOLKDBPD_03576	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
NOLKDBPD_03577	CDS	1479	der		COG1160	GTPase Der
NOLKDBPD_03578	CDS	1080				hypothetical protein
NOLKDBPD_03579	CDS	219	yfgJ			putative protein YfgJ
NOLKDBPD_03580	CDS	1392	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
NOLKDBPD_03581	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
NOLKDBPD_03582	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
NOLKDBPD_03583	CDS	1869		3.1.6.-	COG3119	Endo-4-O-sulfatase
NOLKDBPD_03584	CDS	1068	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
NOLKDBPD_03585	CDS	270				hypothetical protein
NOLKDBPD_03586	CDS	1233				hypothetical protein
NOLKDBPD_03587	CDS	888	yofA_1		COG0583	HTH-type transcriptional regulator YofA
NOLKDBPD_03588	CDS	174	yfgG			Protein YfgG
NOLKDBPD_03589	CDS	2250	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
NOLKDBPD_03590	CDS	1533	ppx	3.6.1.11	COG0248	Exopolyphosphatase
NOLKDBPD_03591	CDS	2061	ppk	2.7.4.1	COG0855	Polyphosphate kinase
NOLKDBPD_03592	CDS	642	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
NOLKDBPD_03593	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
NOLKDBPD_03594	CDS	894	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
NOLKDBPD_03595	CDS	1434	bglA_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
NOLKDBPD_03596	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
NOLKDBPD_03597	CDS	1287	uraA		COG2233	Uracil permease
NOLKDBPD_03598	CDS	678	hda		COG0593	DnaA regulatory inactivator Hda
NOLKDBPD_03599	CDS	924				ISNCY family transposase ISRor2
NOLKDBPD_03600	CDS	360	yfgD		COG1393	putative protein YfgD
NOLKDBPD_03601	CDS	1464	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
NOLKDBPD_03602	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
NOLKDBPD_03603	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
NOLKDBPD_03604	CDS	567	gcvR		COG2716	Glycine cleavage system transcriptional repressor
NOLKDBPD_03605	CDS	879	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NOLKDBPD_03606	CDS	315				hypothetical protein
NOLKDBPD_03607	CDS	264				hypothetical protein
NOLKDBPD_03608	CDS	204				hypothetical protein
NOLKDBPD_03609	CDS	576				hypothetical protein
NOLKDBPD_03610	CDS	234				hypothetical protein
NOLKDBPD_03611	CDS	1755	shlB_2			Hemolysin transporter protein ShlB
NOLKDBPD_03612	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
NOLKDBPD_03613	CDS	204				hypothetical protein
NOLKDBPD_03614	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
NOLKDBPD_03615	CDS	546				hypothetical protein
NOLKDBPD_03616	CDS	1371	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
NOLKDBPD_03617	CDS	927				ISNCY family transposase ISRor2
NOLKDBPD_03618	CDS	816	rhaS_9			HTH-type transcriptional activator RhaS
NOLKDBPD_03619	CDS	663	rhtC_3		COG1280	Threonine efflux protein
NOLKDBPD_03620	CDS	1293				hypothetical protein
NOLKDBPD_03621	CDS	1242	mdtM_2			Multidrug resistance protein MdtM
NOLKDBPD_03622	CDS	240				hypothetical protein
NOLKDBPD_03623	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
NOLKDBPD_03624	CDS	768	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
NOLKDBPD_03625	CDS	255				hypothetical protein
NOLKDBPD_03626	CDS	1065				hypothetical protein
NOLKDBPD_03627	CDS	1068	yibH_1		COG1566	Inner membrane protein YibH
NOLKDBPD_03628	CDS	465	slyA_2			Transcriptional regulator SlyA
NOLKDBPD_03629	CDS	165				hypothetical protein
NOLKDBPD_03630	CDS	1413	norG_2		COG1167	HTH-type transcriptional regulator NorG
NOLKDBPD_03631	CDS	420	fosA	2.5.1.18		Glutathione transferase FosA
NOLKDBPD_03632	CDS	909	syrM1			HTH-type transcriptional regulator SyrM 1
NOLKDBPD_03633	CDS	783	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
NOLKDBPD_03634	CDS	957	lsrD_3			Autoinducer 2 import system permease protein LsrD
NOLKDBPD_03635	CDS	972	rbsC_6		COG1172	Ribose import permease protein RbsC
NOLKDBPD_03636	CDS	1485	rbsA_4	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
NOLKDBPD_03637	CDS	984	lsrB_3			Autoinducer 2-binding protein LsrB
NOLKDBPD_03638	CDS	1008	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
NOLKDBPD_03639	CDS	1395	dosC	2.7.7.65		Diguanylate cyclase DosC
NOLKDBPD_03640	CDS	1068				hypothetical protein
NOLKDBPD_03641	CDS	2745	rbbA		COG0842	Ribosome-associated ATPase
NOLKDBPD_03642	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
NOLKDBPD_03643	CDS	318				hypothetical protein
NOLKDBPD_03644	CDS	759	pncC_3	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
NOLKDBPD_03645	CDS	786	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
NOLKDBPD_03646	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
NOLKDBPD_03647	CDS	1293	rhmT			Inner membrane transport protein RhmT
NOLKDBPD_03648	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
NOLKDBPD_03649	CDS	1179	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
NOLKDBPD_03650	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
NOLKDBPD_03651	CDS	1623	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
NOLKDBPD_03652	CDS	1347	glpT_2		COG2271	Glycerol-3-phosphate transporter
NOLKDBPD_03653	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
NOLKDBPD_03654	CDS	255		1.14.13.239		Carnitine monooxygenase reductase subunit
NOLKDBPD_03655	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
NOLKDBPD_03656	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
NOLKDBPD_03657	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
NOLKDBPD_03658	CDS	2634	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
NOLKDBPD_03659	CDS	2841	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
NOLKDBPD_03660	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
NOLKDBPD_03661	CDS	2658	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
NOLKDBPD_03662	CDS	1104	ompC			Outer membrane porin C
NOLKDBPD_03663	CDS	1053	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
NOLKDBPD_03664	CDS	1065	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
NOLKDBPD_03665	CDS	654	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
NOLKDBPD_03666	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
NOLKDBPD_03667	CDS	1437			COG2239	Magnesium transporter MgtE
NOLKDBPD_03668	CDS	1239	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
NOLKDBPD_03669	CDS	1635	mqo_2	1.1.5.4	COG0579	Malate:quinone oxidoreductase
NOLKDBPD_03670	CDS	492	eco		COG4574	Ecotin
NOLKDBPD_03671	CDS	1110			COG0628	Putative transport protein
NOLKDBPD_03672	CDS	846				hypothetical protein
NOLKDBPD_03673	CDS	1332				hypothetical protein
NOLKDBPD_03674	CDS	555				hypothetical protein
NOLKDBPD_03675	CDS	1314				hypothetical protein
NOLKDBPD_03676	CDS	207				hypothetical protein
NOLKDBPD_03677	CDS	480				hypothetical protein
NOLKDBPD_03678	CDS	2322	recF_2			DNA replication and repair protein RecF
NOLKDBPD_03679	CDS	687				hypothetical protein
NOLKDBPD_03680	CDS	1239				hypothetical protein
NOLKDBPD_03681	CDS	1257	intA_1		COG0582	Prophage integrase IntA
NOLKDBPD_03682	tRNA	77				tRNA-Pro(ggg)
NOLKDBPD_03683	CDS	1761	yejM		COG3083	Inner membrane protein YejM
NOLKDBPD_03684	CDS	264				hypothetical protein
NOLKDBPD_03685	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
NOLKDBPD_03686	CDS	762	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
NOLKDBPD_03687	CDS	597	nudK_2	3.6.1.-		GDP-mannose pyrophosphatase NudK
NOLKDBPD_03688	CDS	1287				hypothetical protein
NOLKDBPD_03689	CDS	888				hypothetical protein
NOLKDBPD_03690	CDS	285	rplY		COG1825	50S ribosomal protein L25
NOLKDBPD_03691	CDS	1758	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
NOLKDBPD_03692	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
NOLKDBPD_03693	CDS	1197	bcr_1			Bicyclomycin resistance protein
NOLKDBPD_03694	CDS	345	yejG			putative protein YejG
NOLKDBPD_03695	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
NOLKDBPD_03696	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
NOLKDBPD_03697	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
NOLKDBPD_03698	CDS	1806				hypothetical protein
NOLKDBPD_03699	CDS	1563	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
NOLKDBPD_03700	CDS	570	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
NOLKDBPD_03701	CDS	105				hypothetical protein
NOLKDBPD_03702	CDS	708	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
NOLKDBPD_03703	CDS	978	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
NOLKDBPD_03704	CDS	1467	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
NOLKDBPD_03705	CDS	1191	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
NOLKDBPD_03706	CDS	573	yeiP		COG0231	Elongation factor P-like protein
NOLKDBPD_03707	CDS	255				hypothetical protein
NOLKDBPD_03708	CDS	1182	setB			Sugar efflux transporter B
NOLKDBPD_03709	CDS	1131	fruB_1		COG1925	Multiphosphoryl transfer protein
NOLKDBPD_03710	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
NOLKDBPD_03711	CDS	1695	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
NOLKDBPD_03712	CDS	855	nfo	3.1.21.2	COG0648	Endonuclease 4
NOLKDBPD_03713	CDS	1050				hypothetical protein
NOLKDBPD_03714	CDS	867	cmpR_3			HTH-type transcriptional activator CmpR
NOLKDBPD_03715	CDS	1470	lysP		COG0833	Lysine-specific permease
NOLKDBPD_03716	CDS	1974	cirA		COG4771	Colicin I receptor
NOLKDBPD_03717	CDS	834	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
NOLKDBPD_03718	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
NOLKDBPD_03719	CDS	1158				hypothetical protein
NOLKDBPD_03720	CDS	1023	galS		COG1609	HTH-type transcriptional regulator GalS
NOLKDBPD_03721	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
NOLKDBPD_03722	CDS	1521	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
NOLKDBPD_03723	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
NOLKDBPD_03724	CDS	717				hypothetical protein
NOLKDBPD_03725	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
NOLKDBPD_03726	CDS	696	yohK_2		COG1346	Inner membrane protein YohK
NOLKDBPD_03727	CDS	399				hypothetical protein
NOLKDBPD_03728	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
NOLKDBPD_03729	CDS	1365	oprB		COG3659	Porin B
NOLKDBPD_03730	CDS	834	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
NOLKDBPD_03731	CDS	1863	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
NOLKDBPD_03732	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
NOLKDBPD_03733	CDS	735	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
NOLKDBPD_03734	CDS	1440	oprM_1		COG1538	Outer membrane protein OprM
NOLKDBPD_03735	CDS	570	yohD		COG0586	Inner membrane protein YohD
NOLKDBPD_03736	CDS	588	yohC			Inner membrane protein YohC
NOLKDBPD_03737	CDS	951	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
NOLKDBPD_03738	CDS	555	pat_2	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
NOLKDBPD_03739	CDS	1746	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
NOLKDBPD_03740	CDS	2298		3.2.1.-		Beta-xylosidase
NOLKDBPD_03741	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
NOLKDBPD_03742	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
NOLKDBPD_03743	CDS	948	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
NOLKDBPD_03744	CDS	738	yehW		COG1174	Glycine betaine uptake system permease protein YehW
NOLKDBPD_03745	CDS	114				hypothetical protein
NOLKDBPD_03746	CDS	1725	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
NOLKDBPD_03747	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
NOLKDBPD_03748	CDS	471				hypothetical protein
NOLKDBPD_03749	CDS	2043	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
NOLKDBPD_03750	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
NOLKDBPD_03751	CDS	462	yafP_2	2.3.1.-	COG0454	putative N-acetyltransferase YafP
NOLKDBPD_03752	CDS	318	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
NOLKDBPD_03753	CDS	900	dmlR_11			HTH-type transcriptional regulator DmlR
NOLKDBPD_03754	CDS	1344	adeQ		COG2252	Adenine permease AdeQ
NOLKDBPD_03755	CDS	1812	ade2	3.5.4.2	COG1001	Adenine deaminase 2
NOLKDBPD_03756	CDS	915	oxyR_5			Hydrogen peroxide-inducible genes activator
NOLKDBPD_03757	CDS	423				hypothetical protein
NOLKDBPD_03758	CDS	774	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
NOLKDBPD_03759	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
NOLKDBPD_03760	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
NOLKDBPD_03761	CDS	1284	csbX_2		COG0477	Alpha-ketoglutarate permease
NOLKDBPD_03762	CDS	1608	araB_1	2.7.1.16	COG1069	Ribulokinase
